
Mon Nov 22 2021 18:22:31 GMT+0100 (Central European Standard Time)
46
45
45
46
45
45
46
45
46
45
45
45
46
45
46
45
45
46
45
46
45
45
45
45
45
45
45
45
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
44
45
45
45
45
45
45
45
45
44
45
45
45
45
45
45
45
45
44
45
45
45
45
45
45
45
45
45
45
45
44
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
44
45
9
12
12
12
12
12
12
12
12
12
12
12
12
12
13
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
12
13
12
12
12
12
12
12
12
13
13
13
12
13
12
13
12
12
13
12
13
13
12
12
12
12
12
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
13
13
12
13
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
12
12
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
12
12
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
13
12
13
12
12
12
12
12
12
12
12
12
12
12
13
13
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
12
12
12
12
13
12
13
13
13
13
13
13
13
13
13
12
13
12
12
12
12
13
12
13
12
13
12
13
13
12
12
12
12
12
12
12
12
12
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
12
12
12
12
12
12
12
12
12
12
12
13
12
12
12
13
13
12
13
13
12
12
12
12
12
12
12
13
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
8
9
9
9
8
8
8
8
9
9
9
9
8
9
9
9
8
8
8
8
8
9
9
8
9
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
9
8
9
9
9
8
9
8
9
8
8
9
9
9
8
9
9
9
8
8
9
8
9
9
9
9
8
9
8
9
9
8
9
9
9
9
9
8
9
9
8
9
8
9
8
8
8
8
9
9
9
8
8
9
8
8
8
8
8
9
9
9
9
9
9
8
9
9
8
9
8
9
8
9
9
8
8
8
9
8
9
9
8
9
9
9
9
9
9
8
8
8
9
8
9
8
9
9
9
9
8
9
8
8
9
8
8
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
9
8
9
8
9
8
8
8
8
8
9
8
9
8
9
8
9
9
9
9
8
9
9
9
9
8
9
8
9
9
9
9
8
8
8
9
9
9
9
9
9
8
8
8
8
9
8
9
8
8
8
8
9
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
8
8
8
8
8
8
8
8
9
8
8
8
8
8
8
9
8
8
9
9
9
8
9
9
9
8
9
9
8
8
8
8
8
9
9
8
9
8
9
9
9
9
9
9
9
9
8
8
8
9
9
8
9
8
9
9
9
9
9
8
8
8
9
8
8
9
9
9
9
9
8
9
9
8
9
8
9
8
8
8
8
9
8
9
9
8
9
9
9
8
9
9
9
8
9
8
8
9
9
8
9
9
9
9
9
9
9
9
9
9
8
8
8
8
8
9
9
9
9
9
9
9
8
8
8
9
9
9
9
9
9
8
9
8
9
8
9
8
8
9
9
9
9
9
8
8
9
8
9
9
9
8
8
9
8
8
8
8
8
8
9
8
9
8
9
9
9
9
9
9
8
8
9
9
9
9
9
8
9
9
9
9
8
8
8
9
8
8
9
9
9
8
9
8
9
9
8
9
8
8
8
9
8
8
9
8
9
9
9
9
8
9
8
8
8
8
9
9
9
9
9
8
9
9
8
8
8
9
9
8
9
8
9
9
9
8
8
8
9
9
9
9
9
9
9
9
9
8
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
9
8
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
12
12
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
13
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
12
12
13
13
13
13
12
13
12
13
12
12
13
13
13
12
13
13
13
12
13
12
12
12
13
12
13
13
13
13
13
12
13
12
12
12
12
12
13
13
12
12
12
12
12
12
12
12
12
12
12
13
12
12
12
